user_id,date,age,age_group,social_media_hours,work_or_study_hours,entertainment_hours,total_screen_time,primary_device,internet_type,p_social,p_work,p_entertainment,entropy,dbi,dominance,dominant_category,dbi_tier,load_tier,flag_highload_skewed
727,2024-01-22,36,36-45,3.6,4.0,1.7,9.3,Laptop,WiFi,0.3870967741935484,0.4301075268817204,0.18279569892473116,1.04091683941204,0.9474833388892672,0.4301075268817204,Work/Study,Balanced,High,0
728,2024-08-09,27,26-35,2.3,4.2,1.5,8.0,Laptop,WiFi,0.2875,0.525,0.1875,1.0105360852888183,0.9198295847518058,0.525,Work/Study,Balanced,Medium,0
729,2024-08-10,27,26-35,0.8,5.4,3.4,9.6,Tablet,Mobile Data,0.08333333333333334,0.5625000000000001,0.3541666666666667,0.8983385176672216,0.8177029575705113,0.5625000000000001,Work/Study,Balanced,High,0
730,2024-12-18,46,46-60,2.4,6.2,2.1,10.7,Tablet,WiFi,0.22429906542056074,0.5794392523364487,0.19626168224299068,0.9710475728419226,0.883885591721499,0.5794392523364487,Work/Study,Balanced,High,0
731,2024-09-07,22,19-25,1.0,6.8,0.9,8.7,Laptop,Mobile Data,0.1149425287356322,0.7816091954022989,0.10344827586206898,0.675938048793185,0.6152653267811621,0.7816091954022989,Work/Study,Mixed,Medium,0
732,2024-01-24,28,26-35,3.0,2.3,1.3,6.6,Tablet,Mobile Data,0.4545454545454546,0.34848484848484845,0.196969696969697,1.0457664077349849,0.9518976062090184,0.4545454545454546,Social,Balanced,Low,0
733,2024-08-06,41,36-45,1.3,3.8,0.9,6.0,Laptop,Mobile Data,0.21666666666666667,0.6333333333333333,0.15,0.9052172803449572,0.8239642771904429,0.6333333333333333,Work/Study,Balanced,Low,0
734,2024-03-01,61,60+,1.9,5.2,0.6,7.7,Tablet,WiFi,0.24675324675324672,0.6753246753246753,0.07792207792207792,0.8092655415190744,0.736625240648071,0.6753246753246753,Work/Study,Mixed,Medium,0
735,2024-12-14,73,60+,1.2,6.7,3.0,10.9,Tablet,WiFi,0.11009174311926605,0.6146788990825688,0.27522935779816515,0.8971349762978098,0.8166074470052044,0.6146788990825688,Work/Study,Balanced,High,0
736,2024-06-28,69,60+,0.5,6.3,2.8,9.6,Tablet,Mobile Data,0.052083333333333336,0.65625,0.2916666666666667,0.789698153866349,0.7188142368439467,0.65625,Work/Study,Mixed,High,0
737,2024-06-19,33,26-35,1.8,3.8,2.8,8.4,Tablet,WiFi,0.21428571428571427,0.45238095238095233,0.3333333333333333,1.0551418941214168,0.9604315416866547,0.45238095238095233,Work/Study,Balanced,Medium,0
738,2024-03-19,26,26-35,3.9,6.7,1.4,12.0,Tablet,WiFi,0.325,0.5583333333333333,0.11666666666666665,0.9413241401748413,0.8568301573579202,0.5583333333333333,Work/Study,Balanced,High,0
739,2024-07-13,38,36-45,0.5,1.1,3.2,4.8,Laptop,WiFi,0.10416666666666667,0.22916666666666669,0.6666666666666667,0.8435429598132278,0.7678258913669058,0.6666666666666667,Entertainment,Mixed,Low,0
740,2024-09-16,28,26-35,2.2,1.0,2.2,5.4,Laptop,Mobile Data,0.40740740740740744,0.18518518518518517,0.40740740740740744,1.0439522154956382,0.9502462572681232,0.40740740740740744,Social,Balanced,Low,0
741,2024-02-24,54,46-60,1.7,3.2,2.4,7.3,Tablet,Mobile Data,0.2328767123287671,0.4383561643835617,0.3287671232876712,1.06660371968404,0.9708645449225086,0.4383561643835617,Work/Study,Balanced,Medium,0
742,2024-11-11,37,36-45,2.7,2.6,0.5,5.8,Tablet,WiFi,0.4655172413793104,0.4482758620689655,0.08620689655172414,0.926903442738731,0.8437038728762555,0.4655172413793104,Social,Balanced,Low,0
743,2024-04-21,45,36-45,3.9,6.8,2.9,13.6,Tablet,WiFi,0.2867647058823529,0.5,0.21323529411764705,1.0342945385254696,0.941455460851785,0.5,Work/Study,Balanced,High,0
744,2024-09-09,14,13-18,0.8,6.9,1.1,8.8,Tablet,WiFi,0.09090909090909091,0.7840909090909091,0.125,0.6686353468483013,0.6086181210105649,0.7840909090909091,Work/Study,Mixed,Medium,0
745,2024-08-04,19,19-25,2.5,4.7,3.1,10.3,Mobile,WiFi,0.24271844660194172,0.45631067961165045,0.30097087378640774,1.063054849966361,0.967634224495289,0.45631067961165045,Work/Study,Balanced,High,0
746,2024-10-05,71,60+,3.7,2.4,0.6,6.7,Mobile,WiFi,0.5522388059701493,0.3582089552238806,0.08955223880597014,0.9117402087707372,0.8299017025160671,0.5522388059701493,Social,Balanced,Low,0
747,2024-12-20,35,26-35,0.7,5.6,0.8,7.1,Laptop,Mobile Data,0.09859154929577464,0.7887323943661971,0.11267605633802819,0.6616010311540728,0.6022152109332013,0.7887323943661971,Work/Study,Mixed,Medium,0
748,2024-01-27,17,13-18,0.5,3.3,1.2,5.0,Tablet,WiFi,0.1,0.6599999999999999,0.24,0.847006627667739,0.7709786577160883,0.6599999999999999,Work/Study,Mixed,Low,0
749,2024-02-04,53,46-60,2.7,6.6,1.7,11.0,Laptop,WiFi,0.24545454545454548,0.6,0.15454545454545454,0.9398491366577194,0.8554875512972232,0.6,Work/Study,Balanced,High,0
750,2024-05-16,15,13-18,3.3,4.7,3.3,11.3,Tablet,WiFi,0.29203539823008845,0.415929203539823,0.29203539823008845,1.083791036967558,0.9865091153144481,0.415929203539823,Work/Study,Balanced,High,0
751,2024-07-25,56,46-60,1.1,3.6,1.3,6.0,Mobile,WiFi,0.18333333333333335,0.6,0.21666666666666667,0.9488800383520671,0.8637078322712293,0.6,Work/Study,Balanced,Low,0
752,2024-05-17,51,46-60,0.8,1.1,3.2,5.1,Tablet,WiFi,0.15686274509803924,0.21568627450980396,0.627450980392157,0.9138662361789922,0.8318368960599445,0.627450980392157,Entertainment,Balanced,Low,0
753,2024-12-30,20,19-25,0.7,5.3,2.8,8.8,Tablet,Mobile Data,0.07954545454545453,0.6022727272727272,0.3181818181818181,0.8711030787218956,0.7929121926880752,0.6022727272727272,Work/Study,Mixed,Medium,0
754,2024-09-01,37,36-45,4.0,6.9,2.1,13.0,Mobile,Mobile Data,0.3076923076923077,0.5307692307692308,0.16153846153846155,0.993353695271273,0.9041894993506346,0.5307692307692308,Work/Study,Balanced,High,0
755,2024-06-16,62,60+,2.4,5.4,2.4,10.2,Mobile,WiFi,0.23529411764705882,0.5294117647058825,0.23529411764705882,1.017602986115916,0.9262621550953116,0.5294117647058825,Work/Study,Balanced,High,0
756,2024-05-15,26,26-35,0.9,4.1,2.5,7.5,Mobile,Mobile Data,0.12000000000000001,0.5466666666666666,0.3333333333333333,0.9507764928348756,0.8654340595329939,0.5466666666666666,Work/Study,Balanced,Medium,0
757,2024-06-03,22,19-25,0.3,4.5,2.8,7.6,Laptop,Mobile Data,0.039473684210526314,0.5921052631578948,0.3684210526315789,0.805767877252457,0.7334415294310248,0.5921052631578948,Work/Study,Mixed,Medium,0
758,2024-12-14,24,19-25,0.9,3.9,1.9,6.7,Tablet,WiFi,0.13432835820895522,0.582089552238806,0.2835820895522388,0.9420319328350772,0.8574744180015854,0.582089552238806,Work/Study,Balanced,Low,0
759,2024-12-09,35,26-35,3.8,1.4,0.6,5.8,Laptop,WiFi,0.6551724137931034,0.24137931034482757,0.10344827586206896,0.854828639863926,0.7780985600482112,0.6551724137931034,Social,Mixed,Low,0
760,2024-12-29,59,46-60,2.1,6.4,3.3,11.8,Laptop,WiFi,0.17796610169491525,0.5423728813559322,0.2796610169491525,0.9953605731469807,0.9060162383161532,0.5423728813559322,Work/Study,Balanced,High,0
761,2024-01-14,33,26-35,0.3,1.4,3.4,5.1,Mobile,Mobile Data,0.058823529411764705,0.27450980392156865,0.6666666666666667,0.7918472539484936,0.7207704320406617,0.6666666666666667,Entertainment,Mixed,Low,0
762,2024-10-15,40,36-45,1.8,4.7,3.0,9.5,Tablet,Mobile Data,0.18947368421052632,0.4947368421052632,0.3157894736842105,1.0273553087335054,0.9351391016925616,0.4947368421052632,Work/Study,Balanced,High,0
763,2024-08-13,25,19-25,1.3,2.8,1.4,5.5,Mobile,Mobile Data,0.23636363636363636,0.509090909090909,0.2545454545454545,1.032917357113938,0.9402018963088277,0.509090909090909,Work/Study,Balanced,Low,0
764,2024-07-27,74,60+,0.6,4.3,2.2,7.1,Mobile,WiFi,0.08450704225352113,0.6056338028169014,0.3098591549295775,0.8755658521951961,0.796974384163023,0.6056338028169014,Work/Study,Mixed,Medium,0
765,2024-09-07,30,26-35,2.8,7.0,2.2,12.0,Mobile,WiFi,0.2333333333333333,0.5833333333333334,0.18333333333333335,0.9649973494300144,0.8783784410421241,0.5833333333333334,Work/Study,Balanced,High,0
766,2024-07-06,55,46-60,3.3,6.2,1.5,11.0,Tablet,Mobile Data,0.3,0.5636363636363636,0.13636363636363635,0.9560455074494829,0.8702301233208796,0.5636363636363636,Work/Study,Balanced,High,0
767,2024-01-16,28,26-35,0.6,4.0,2.3,6.9,Laptop,Mobile Data,0.08695652173913043,0.5797101449275363,0.3333333333333333,0.8946557517523865,0.814350759572344,0.5797101449275363,Work/Study,Balanced,Low,0
768,2024-07-16,72,60+,0.4,6.9,1.3,8.6,Mobile,Mobile Data,0.04651162790697675,0.8023255813953489,0.15116279069767444,0.6050116228966421,0.5507053117256873,0.8023255813953489,Work/Study,Skewed,Medium,0
769,2024-12-10,22,19-25,2.5,1.4,2.2,6.1,Tablet,Mobile Data,0.4098360655737705,0.22950819672131148,0.3606557377049181,1.0711749754814819,0.9750254812642855,0.4098360655737705,Social,Balanced,Low,0
770,2024-10-03,33,26-35,3.7,1.7,0.9,6.3,Laptop,WiFi,0.5873015873015873,0.2698412698412698,0.14285714285714288,0.9440297928547399,0.8592929485607919,0.5873015873015873,Social,Balanced,Low,0
771,2024-10-24,64,60+,3.8,2.7,2.4,8.9,Tablet,Mobile Data,0.42696629213483145,0.30337078651685395,0.2696629213483146,1.07864579242798,0.9818257119039366,0.42696629213483145,Social,Balanced,Medium,0
772,2024-02-26,75,60+,0.6,1.9,2.4,4.9,Tablet,Mobile Data,0.12244897959183672,0.38775510204081626,0.48979591836734687,0.9741021481538634,0.8866659859911136,0.48979591836734687,Entertainment,Balanced,Low,0
773,2024-06-04,13,13-18,3.4,3.2,3.2,9.8,Tablet,WiFi,0.346938775510204,0.32653061224489793,0.32653061224489793,1.0981985438120825,0.9996233932022289,0.346938775510204,Social,Balanced,High,0
774,2024-09-30,57,46-60,0.5,5.6,3.5,9.6,Mobile,Mobile Data,0.052083333333333336,0.5833333333333334,0.36458333333333337,0.8361808331817078,0.7611245949155021,0.5833333333333334,Work/Study,Mixed,High,0
775,2024-07-06,75,60+,1.7,1.5,2.8,6.0,Tablet,Mobile Data,0.2833333333333333,0.25,0.4666666666666666,1.0595594597155251,0.9644525831766092,0.4666666666666666,Entertainment,Balanced,Low,0
776,2024-02-15,34,26-35,3.0,3.5,3.3,9.8,Mobile,WiFi,0.3061224489795918,0.3571428571428571,0.33673469387755095,1.096622038564572,0.9981883962849618,0.3571428571428571,Work/Study,Balanced,High,0
777,2024-08-19,28,26-35,1.6,6.5,1.9,10.0,Laptop,Mobile Data,0.16,0.65,0.19,0.8887608589559386,0.8089849969122572,0.65,Work/Study,Balanced,High,0
778,2024-06-26,39,36-45,1.5,2.6,3.2,7.3,Laptop,WiFi,0.20547945205479454,0.35616438356164387,0.4383561643835617,1.0543661275225975,0.9597254084977025,0.4383561643835617,Entertainment,Balanced,Medium,0
779,2024-05-12,35,26-35,2.8,3.8,2.3,8.9,Mobile,Mobile Data,0.3146067415730337,0.42696629213483145,0.2584269662921348,1.0768794335424903,0.980217902758063,0.42696629213483145,Work/Study,Balanced,Medium,0
780,2024-08-05,71,60+,3.4,6.2,2.3,11.9,Tablet,Mobile Data,0.2857142857142857,0.5210084033613446,0.19327731092436973,1.01530032776602,0.9241661851397165,0.5210084033613446,Work/Study,Balanced,High,0
781,2024-12-21,41,36-45,1.1,3.9,3.1,8.1,Tablet,WiFi,0.1358024691358025,0.4814814814814815,0.3827160493827161,0.9906299504887619,0.9017102400062728,0.4814814814814815,Work/Study,Balanced,Medium,0
782,2024-12-11,24,19-25,0.4,4.2,3.3,7.9,Tablet,Mobile Data,0.05063291139240506,0.5316455696202531,0.4177215189873417,0.8515737899255673,0.7751358679575332,0.5316455696202531,Work/Study,Mixed,Medium,0
783,2024-03-26,30,26-35,1.4,3.8,3.0,8.2,Mobile,WiFi,0.17073170731707318,0.4634146341463415,0.3658536585365854,1.0260973187998514,0.9339940299082481,0.4634146341463415,Work/Study,Balanced,Medium,0
784,2024-09-25,38,36-45,3.3,5.4,0.8,9.5,Mobile,WiFi,0.34736842105263155,0.5684210526315789,0.08421052631578947,0.8967672034289267,0.8162726857134579,0.5684210526315789,Work/Study,Balanced,High,0
785,2024-04-12,19,19-25,2.3,4.5,1.3,8.1,Laptop,WiFi,0.2839506172839506,0.5555555555555556,0.16049382716049385,0.977652603400404,0.8898977496288979,0.5555555555555556,Work/Study,Balanced,Medium,0
786,2024-07-04,74,60+,2.5,4.8,1.4,8.7,Tablet,WiFi,0.2873563218390805,0.5517241379310345,0.16091954022988506,0.9804328685408203,0.892428456020128,0.5517241379310345,Work/Study,Balanced,Medium,0
787,2024-05-04,56,46-60,1.4,5.3,1.5,8.2,Mobile,WiFi,0.17073170731707318,0.6463414634146342,0.1829268292682927,0.8946091612958479,0.8143083511112161,0.6463414634146342,Work/Study,Balanced,Medium,0
788,2024-10-10,69,60+,1.1,2.0,2.3,5.4,Mobile,Mobile Data,0.20370370370370372,0.37037037037037035,0.4259259259259259,1.0555051495599719,0.960762191036113,0.4259259259259259,Entertainment,Balanced,Low,0
789,2024-08-09,13,13-18,3.3,6.7,2.6,12.6,Tablet,Mobile Data,0.2619047619047619,0.5317460317460317,0.20634920634920637,1.012395676664596,0.9215222577675356,0.5317460317460317,Work/Study,Balanced,High,0
790,2024-09-05,56,46-60,1.8,6.9,1.3,10.0,Tablet,Mobile Data,0.18,0.6900000000000001,0.13,0.8299263649246729,0.7554315325662566,0.6900000000000001,Work/Study,Mixed,High,0
791,2024-03-02,49,46-60,1.6,2.2,1.2,5.0,Tablet,Mobile Data,0.32,0.44000000000000006,0.24,1.068358338884637,0.9724616681466846,0.44000000000000006,Work/Study,Balanced,Low,0
792,2024-12-29,42,36-45,0.2,5.5,1.0,6.7,Tablet,WiFi,0.029850746268656716,0.8208955223880596,0.14925373134328357,0.5507303734380371,0.5012963891981482,0.8208955223880596,Work/Study,Skewed,Low,0
793,2024-06-04,22,19-25,3.9,1.5,0.6,6.0,Tablet,Mobile Data,0.65,0.25,0.09999999999999999,0.8568409950394725,0.7799302846668992,0.65,Social,Mixed,Low,0
794,2024-09-24,45,36-45,0.8,3.8,1.4,6.0,Tablet,WiFi,0.13333333333333333,0.6333333333333333,0.2333333333333333,0.8975010785945179,0.8169406876766263,0.6333333333333333,Work/Study,Balanced,Low,0
795,2024-04-15,60,46-60,3.4,3.2,1.8,8.4,Tablet,WiFi,0.4047619047619047,0.38095238095238093,0.21428571428571427,1.0638346754067456,0.9683440522010486,0.4047619047619047,Social,Balanced,Medium,0
796,2024-10-01,16,13-18,1.8,1.0,3.4,6.2,Tablet,WiFi,0.2903225806451613,0.16129032258064516,0.5483870967741935,0.9827988945770123,0.8945821057294903,0.5483870967741935,Entertainment,Balanced,Low,0
797,2024-10-28,50,46-60,1.8,4.1,2.6,8.5,Tablet,Mobile Data,0.21176470588235294,0.48235294117647054,0.3058823529411765,1.0427258874836562,0.9491300054069058,0.48235294117647054,Work/Study,Balanced,Medium,0
798,2024-03-17,21,19-25,1.1,5.8,2.0,8.9,Mobile,WiFi,0.12359550561797754,0.6516853932584269,0.2247191011235955,0.8729376272202948,0.7945820706944675,0.6516853932584269,Work/Study,Mixed,Medium,0
799,2024-04-14,52,46-60,1.2,4.2,0.8,6.2,Laptop,Mobile Data,0.1935483870967742,0.6774193548387097,0.12903225806451613,0.8458999318387017,0.7699712997605542,0.6774193548387097,Work/Study,Mixed,Low,0
800,2024-10-14,15,13-18,1.1,3.7,3.1,7.9,Laptop,Mobile Data,0.13924050632911392,0.46835443037974683,0.3924050632911392,0.9968603321169214,0.9073813777610787,0.46835443037974683,Work/Study,Balanced,Medium,0
801,2024-04-04,49,46-60,0.6,4.0,1.0,5.6,Mobile,Mobile Data,0.10714285714285715,0.7142857142857143,0.17857142857142858,0.787287656630395,0.7166201077041058,0.7142857142857143,Work/Study,Mixed,Low,0
802,2024-12-15,22,19-25,2.5,2.0,2.7,7.2,Mobile,WiFi,0.3472222222222222,0.2777777777777778,0.375,1.0909142235313092,0.9929929191433556,0.375,Entertainment,Balanced,Medium,0
803,2024-05-09,40,36-45,2.2,2.5,1.4,6.1,Tablet,Mobile Data,0.3606557377049181,0.4098360655737705,0.22950819672131148,1.0711749754814819,0.9750254812642855,0.4098360655737705,Work/Study,Balanced,Low,0
804,2024-10-26,19,19-25,2.2,4.5,2.4,9.1,Tablet,WiFi,0.2417582417582418,0.4945054945054945,0.26373626373626374,1.0429909577047838,0.9493712827199868,0.4945054945054945,Work/Study,Balanced,Medium,0
805,2024-08-14,43,36-45,2.2,1.3,3.5,7.0,Tablet,Mobile Data,0.31428571428571433,0.18571428571428572,0.5,1.0230029881491818,0.9311774487698549,0.5,Entertainment,Balanced,Low,0
806,2024-04-11,32,26-35,0.9,1.6,1.3,3.8,Mobile,Mobile Data,0.2368421052631579,0.4210526315789474,0.34210526315789475,1.0723024123879001,0.9760517185620542,0.4210526315789474,Work/Study,Balanced,Low,0
807,2024-05-07,19,19-25,0.8,5.5,2.9,9.2,Tablet,Mobile Data,0.08695652173913045,0.5978260869565218,0.31521739130434784,0.8838490488878192,0.8045140747145143,0.5978260869565218,Work/Study,Balanced,High,0
808,2024-08-31,13,13-18,3.6,5.5,1.9,11.0,Laptop,WiFi,0.32727272727272727,0.5,0.17272727272727273,1.0154408423708867,0.9242940870449802,0.5,Work/Study,Balanced,High,0
809,2024-02-11,65,60+,3.4,2.4,1.2,7.0,Laptop,WiFi,0.4857142857142857,0.34285714285714286,0.17142857142857143,1.0200891054385564,0.9285251184248539,0.4857142857142857,Social,Balanced,Low,0
810,2024-12-26,41,36-45,0.5,5.7,1.5,7.7,Tablet,WiFi,0.06493506493506493,0.7402597402597403,0.19480519480519481,0.7188461381488396,0.6543219528522884,0.7402597402597403,Work/Study,Mixed,Medium,0
811,2024-05-28,28,26-35,0.4,1.1,0.9,2.4,Laptop,Mobile Data,0.16666666666666669,0.45833333333333337,0.375,1.024010220294295,0.9320942709786563,0.45833333333333337,Work/Study,Balanced,Low,0
812,2024-02-11,56,46-60,1.3,3.6,1.9,6.8,Mobile,WiFi,0.1911764705882353,0.5294117647058824,0.27941176470588236,1.0092817634763669,0.9186878518352988,0.5294117647058824,Work/Study,Balanced,Low,0
813,2024-09-15,21,19-25,2.6,3.9,3.1,9.6,Laptop,Mobile Data,0.27083333333333337,0.40625,0.3229166666666667,1.0847334255651875,0.9873669143827363,0.40625,Work/Study,Balanced,High,0
814,2024-11-30,42,36-45,1.8,3.1,3.3,8.2,Mobile,WiFi,0.21951219512195125,0.37804878048780494,0.4024390243902439,1.0669016312939563,0.971135715755922,0.4024390243902439,Entertainment,Balanced,Medium,0
815,2024-12-27,18,13-18,3.7,2.9,0.7,7.3,Laptop,Mobile Data,0.5068493150684932,0.3972602739726027,0.0958904109589041,0.9359811825068672,0.8519667877023235,0.5068493150684932,Social,Balanced,Medium,0
816,2024-10-10,64,60+,1.2,2.0,0.6,3.8,Tablet,Mobile Data,0.3157894736842105,0.5263157894736842,0.15789473684210525,0.9932682101499608,0.9041116874399232,0.5263157894736842,Work/Study,Balanced,Low,0
817,2024-06-09,30,26-35,0.9,5.2,2.0,8.1,Tablet,WiFi,0.11111111111111112,0.6419753086419754,0.2469135802469136,0.8740252036435496,0.7955720254168686,0.6419753086419754,Work/Study,Mixed,Medium,0
818,2024-09-10,28,26-35,3.0,6.4,2.0,11.4,Laptop,Mobile Data,0.2631578947368421,0.5614035087719298,0.17543859649122806,0.980767884745693,0.8927334009113587,0.5614035087719298,Work/Study,Balanced,High,0
819,2024-11-29,36,36-45,2.9,3.4,2.0,8.3,Laptop,WiFi,0.34939759036144574,0.4096385542168674,0.24096385542168672,1.0759191333672358,0.9793437998692097,0.4096385542168674,Work/Study,Balanced,Medium,0
820,2024-08-29,59,46-60,1.0,5.8,2.9,9.7,Mobile,Mobile Data,0.10309278350515465,0.5979381443298969,0.29896907216494845,0.9027200031297693,0.8216911575094173,0.5979381443298969,Work/Study,Balanced,High,0
821,2024-12-19,71,60+,2.1,5.9,1.7,9.7,Tablet,Mobile Data,0.21649484536082478,0.6082474226804124,0.1752577319587629,0.9388933781777642,0.8546175824375868,0.6082474226804124,Work/Study,Balanced,High,0
822,2024-06-09,14,13-18,2.9,2.4,3.0,8.3,Laptop,Mobile Data,0.34939759036144574,0.2891566265060241,0.36144578313253006,1.0940117831240306,0.9958124393914649,0.36144578313253006,Entertainment,Balanced,Medium,0
823,2024-12-31,58,46-60,1.6,2.3,3.5,7.4,Tablet,Mobile Data,0.21621621621621623,0.31081081081081074,0.47297297297297297,1.0484574084158398,0.9543470605876121,0.47297297297297297,Entertainment,Balanced,Medium,0
824,2024-05-03,38,36-45,3.5,2.0,3.3,8.8,Laptop,Mobile Data,0.3977272727272727,0.22727272727272727,0.37499999999999994,1.0712393468463526,0.9750840746056623,0.3977272727272727,Social,Balanced,Medium,0
825,2024-06-15,56,46-60,0.5,1.3,0.5,2.3,Mobile,Mobile Data,0.2173913043478261,0.5652173913043479,0.2173913043478261,0.985984617175194,0.8974818754035069,0.5652173913043479,Work/Study,Balanced,Low,0
826,2024-04-23,18,13-18,1.5,6.4,3.1,11.0,Mobile,Mobile Data,0.13636363636363635,0.5818181818181819,0.2818181818181818,0.9437269686052191,0.8590173060501042,0.5818181818181819,Work/Study,Balanced,High,0
827,2024-11-22,22,19-25,1.5,4.2,1.0,6.7,Mobile,Mobile Data,0.22388059701492538,0.6268656716417911,0.14925373134328357,0.9117265311167111,0.8298892525788443,0.6268656716417911,Work/Study,Balanced,Low,0
828,2024-06-23,64,60+,1.1,6.1,2.0,9.2,Tablet,Mobile Data,0.11956521739130437,0.6630434782608696,0.2173913043478261,0.8581494554573676,0.7811212966657559,0.6630434782608696,Work/Study,Mixed,High,0
829,2024-12-02,40,36-45,0.9,6.3,1.5,8.7,Laptop,Mobile Data,0.10344827586206898,0.7241379310344828,0.1724137931034483,0.7715028085945184,0.7022521198355073,0.7241379310344828,Work/Study,Mixed,Medium,0
830,2024-09-04,13,13-18,1.1,5.3,1.5,7.9,Mobile,Mobile Data,0.13924050632911392,0.670886075949367,0.18987341772151897,0.8577633912571776,0.7807698858867466,0.670886075949367,Work/Study,Mixed,Medium,0
831,2024-08-19,42,36-45,2.5,1.1,2.7,6.3,Tablet,WiFi,0.39682539682539686,0.17460317460317462,0.4285714285714286,1.0346214088581362,0.9417529910505988,0.4285714285714286,Entertainment,Balanced,Low,0
832,2024-12-29,35,26-35,1.8,5.6,2.9,10.3,Tablet,WiFi,0.17475728155339806,0.5436893203883495,0.2815533980582524,0.9930011688810234,0.9038686160018082,0.5436893203883495,Work/Study,Balanced,High,0
833,2024-07-11,45,36-45,2.4,1.7,3.1,7.2,Mobile,Mobile Data,0.3333333333333333,0.2361111111111111,0.4305555555555556,1.0698394229556956,0.9738098089660943,0.4305555555555556,Entertainment,Balanced,Medium,0
834,2024-07-24,46,46-60,1.2,6.0,1.6,8.8,Mobile,Mobile Data,0.13636363636363635,0.6818181818181818,0.18181818181818182,0.8427803021302684,0.7671316904273878,0.6818181818181818,Work/Study,Mixed,Medium,0
835,2024-12-29,22,19-25,2.6,2.3,1.5,6.4,Laptop,WiFi,0.40625,0.35937499999999994,0.234375,1.073763865055576,0.9773819901080313,0.40625,Social,Balanced,Low,0
836,2024-02-20,13,13-18,3.7,2.4,1.5,7.6,Tablet,Mobile Data,0.48684210526315796,0.3157894736842105,0.19736842105263158,1.0347069230136974,0.9418308293894224,0.48684210526315796,Social,Balanced,Medium,0
837,2024-12-05,69,60+,2.1,6.8,2.6,11.5,Laptop,WiFi,0.1826086956521739,0.591304347826087,0.22608695652173913,0.9573494750352007,0.8714170457676498,0.591304347826087,Work/Study,Balanced,High,0
838,2024-02-23,45,36-45,3.2,1.7,2.5,7.4,Tablet,WiFi,0.43243243243243246,0.22972972972972971,0.33783783783783783,1.0670371018494138,0.9712590263695523,0.43243243243243246,Social,Balanced,Medium,0
839,2024-09-06,37,36-45,0.9,5.2,3.1,9.2,Mobile,Mobile Data,0.09782608695652174,0.5652173913043479,0.3369565217391305,0.9164266433392607,0.8341674790933572,0.5652173913043479,Work/Study,Balanced,High,0
840,2024-01-31,43,36-45,2.6,6.8,0.7,10.1,Laptop,WiFi,0.25742574257425743,0.6732673267326733,0.0693069306930693,0.800680863535111,0.7288111299991077,0.6732673267326733,Work/Study,Mixed,High,0
841,2024-04-16,33,26-35,0.7,6.0,2.1,8.8,Tablet,Mobile Data,0.07954545454545453,0.6818181818181818,0.23863636363636362,0.8044161784679211,0.7322111601747565,0.6818181818181818,Work/Study,Mixed,Medium,0
842,2024-01-31,19,19-25,0.4,2.3,0.6,3.3,Mobile,Mobile Data,0.12121212121212123,0.6969696969696969,0.18181818181818182,0.8173529788538034,0.7439867433530277,0.6969696969696969,Work/Study,Mixed,Low,0
843,2024-11-26,61,60+,2.9,6.6,0.5,10.0,Tablet,Mobile Data,0.29,0.6599999999999999,0.05,0.7830103699328681,0.7127267535684877,0.6599999999999999,Work/Study,Mixed,High,0
844,2024-09-01,64,60+,0.7,2.4,3.5,6.6,Tablet,WiFi,0.10606060606060606,0.36363636363636365,0.5303030303030303,0.9422025431799503,0.8576297142299573,0.5303030303030303,Entertainment,Balanced,Low,0
845,2024-08-18,56,46-60,2.8,6.7,2.3,11.8,Tablet,Mobile Data,0.23728813559322032,0.5677966101694915,0.19491525423728812,0.9814261604786234,0.8933325893054085,0.5677966101694915,Work/Study,Balanced,High,0
846,2024-08-25,15,13-18,2.3,4.9,0.9,8.1,Laptop,WiFi,0.2839506172839506,0.6049382716049383,0.11111111111111112,0.905676527884573,0.824382302315733,0.6049382716049383,Work/Study,Balanced,Medium,0
847,2024-06-02,56,46-60,0.3,4.6,2.2,7.1,Tablet,WiFi,0.04225352112676056,0.647887323943662,0.3098591549295775,0.7779436083316584,0.7081147884071,0.647887323943662,Work/Study,Mixed,Medium,0
848,2024-05-26,73,60+,0.9,3.4,3.0,7.3,Mobile,Mobile Data,0.12328767123287672,0.4657534246575342,0.4109589041095891,0.9794019002875676,0.8914900282746103,0.4657534246575342,Work/Study,Balanced,Medium,0
849,2024-05-01,65,60+,3.1,2.9,3.5,9.5,Mobile,WiFi,0.3263157894736842,0.30526315789473685,0.3684210526315789,1.095536212013417,0.9972000343647877,0.3684210526315789,Entertainment,Balanced,High,0
850,2024-07-21,31,26-35,2.8,1.9,3.1,7.8,Tablet,WiFi,0.358974358974359,0.24358974358974358,0.39743589743589747,1.0785079263292376,0.9817002207728394,0.39743589743589747,Entertainment,Balanced,Medium,0
851,2024-02-29,19,19-25,2.8,3.8,1.6,8.2,Mobile,Mobile Data,0.34146341463414637,0.4634146341463415,0.19512195121951223,1.0421897361624863,0.9486419794429692,0.4634146341463415,Work/Study,Balanced,Medium,0
852,2024-03-04,13,13-18,3.4,1.6,2.7,7.7,Tablet,WiFi,0.44155844155844154,0.2077922077922078,0.35064935064935066,1.0549057754263738,0.9602166171882865,0.44155844155844154,Social,Balanced,Medium,0
